subj_idx,rt,response,identity,omission
0,0.472947200003546,1,0,0
0,0.425164999964181,1,1,0
0,0.63,0,0,1
0,0.490272199967876,0,1,0
0,0.444263699988369,1,1,0
0,0.507860100013204,1,0,0
0,0.379523700044956,1,0,0
0,0.36401699995622,1,1,0
0,0.41309479996562,1,0,0
0,0.459755800024141,1,1,0
0,0.63,0,0,1
0,0.395679299952462,1,1,0
0,0.63,0,1,1
0,0.63,0,0,1
0,0.63,0,1,1
0,0.233374999952503,1,0,0
0,0.63,0,1,1
0,0.63,0,0,1
0,0.233686099993065,1,1,0
0,0.380820499965921,0,0,0
0,0.524523700005375,1,0,0
0,0.587795300001744,0,1,0
0,0.348488599993289,0,1,0
0,0.63,0,0,1
0,0.367351799970493,1,1,0
0,0.427983599947765,1,0,0
0,0.383682600047905,1,0,0
0,0.42466429999331,1,1,0
0,0.63,0,1,1
0,0.60559849999845,1,0,0
0,0.619339899974875,1,0,0
0,0.395587599952705,1,1,0
0,0.412748000002466,1,0,0
0,0.283765500003938,1,1,0
0,0.63,0,1,1
0,0.358099200006109,0,0,0
0,0.240119600028265,1,0,0
0,0.63,0,1,1
0,0.257583300000988,1,1,0
0,0.63,0,0,1
0,0.63,0,1,1
0,0.43338889995357,1,0,0
0,0.571766900015064,1,0,0
0,0.63,0,1,1
0,0.63,0,1,1
0,0.63,0,0,1
0,0.63,0,0,1
0,0.63,0,1,1
0,0.63,0,0,1
0,0.524511399969924,0,1,0
0,0.361799600010272,1,1,0
0,0.586614399973769,1,0,0
0,0.602382900018711,1,1,0
0,0.618712899973616,1,0,0
0,0.572835099999793,1,0,0
0,0.588495499978308,1,1,0
0,0.63,0,0,1
0,0.542098100006115,0,1,0
0,0.63,0,0,1
0,0.63,0,1,1
0,0.522477799968328,0,0,0
0,0.571823099977337,1,1,0
0,0.63,0,1,1
0,0.63,0,0,1
0,0.377948399982415,1,1,0
0,0.63,0,0,1
0,0.38288609997835,1,1,0
0,0.539688599994406,1,0,0
0,0.314583900035359,1,0,0
0,0.587653799972031,1,1,0
0,0.63,0,0,1
0,0.512341200024821,1,1,0
0,0.492064099991694,1,1,0
0,0.63,0,0,1
0,0.571449799987022,0,0,0
0,0.36589020001702,1,1,0
0,0.63,0,0,1
0,0.537643900024705,1,1,0
0,0.523636400001124,0,0,0
0,0.522694699990097,1,1,0
0,0.63,0,1,1
0,0.417340699990746,1,0,0
0,0.63,0,1,1
0,0.621384900005069,0,0,0
0,0.63,0,1,1
0,0.63,0,0,1
0,0.587169099948369,0,0,0
