subj_idx,rt,response,identity,omission
0,0.3299999999999999,0,0,1
0,0.238539800004219,1,1,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.25732149999385,1,0,0
0,0.278111999999965,1,1,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.234496999997646,1,0,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.235787799996615,0,1,0
0,0.3299999999999999,0,1,1
0,0.289292500005104,1,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.234510700000101,0,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.33012079999753,1,1,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.281808499996259,1,1,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.234495999997307,0,1,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.234451799995441,0,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.234546599996975,1,1,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.264868100006424,0,1,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.259319900003902,1,1,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.265733899999759,1,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.249727400005213,0,0,0
0,0.235975399999006,0,1,0
0,0.329283999999461,1,1,0
0,0.2341826999982,1,0,0
0,0.234717500003171,0,0,0
0,0.234168100003444,1,1,0
0,0.234194799995748,1,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.234222099999897,0,1,0
0,0.3299999999999999,0,1,1
0,0.234431400000176,1,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.281265199999325,1,1,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.248402299999725,1,1,0
0,0.234245700004976,0,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.282483399998455,0,0,0
0,0.3299999999999999,0,1,1
0,0.321089500001108,1,0,0
0,0.3299999999999999,0,1,1
0,0.234005700003763,1,0,0
0,0.234349700003804,1,1,0
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.235216499997478,1,1,0
0,0.3299999999999999,0,1,1
0,0.234232299997529,0,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.276637299997674,1,1,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.234426099996199,1,0,0
0,0.292877499996393,1,1,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.293749500000558,0,1,0
0,0.235497400004533,1,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.320536100000027,1,1,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.234275300004811,0,0,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.234154700003273,1,1,0
0,0.234525399995618,1,1,0
0,0.23435199999949,0,0,0
0,0.246654000002309,0,0,0
0,0.235202000003483,1,1,0
0,0.3299999999999999,0,0,1
0,0.234427200004575,1,1,0
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
0,0.3299999999999999,0,1,1
0,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.255822599981911,0,1,0
9,0.3299999999999999,0,1,1
9,0.232765700027812,0,0,0
9,0.3299999999999999,0,0,1
9,0.233362399972975,0,1,0
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.272067299985792,1,0,0
9,0.3299999999999999,0,1,1
9,0.289231600007042,0,1,0
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.311872399994172,1,0,0
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.23303450003732,0,0,0
9,0.3299999999999999,0,1,1
9,0.232932800019626,0,0,0
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.279545299999882,0,1,0
9,0.3299999999999999,0,0,1
9,0.233518299995922,1,1,0
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.233308199967723,1,1,0
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.232933400024194,0,1,0
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.233058499987237,1,0,0
9,0.3299999999999999,0,1,1
9,0.274587000021711,0,1,0
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,1,1
9,0.255115000007208,1,0,0
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.271985300001688,0,0,0
9,0.3299999999999999,0,1,1
9,0.290918899991084,0,0,0
9,0.3299999999999999,0,1,1
9,0.250061099999584,1,0,0
9,0.233091000001878,1,1,0
9,0.267439799965359,0,0,0
9,0.232825400016736,0,1,0
9,0.233542699948885,0,1,0
9,0.327030799991917,1,0,0
9,0.328693899966311,0,1,0
9,0.250068599998485,0,0,0
9,0.3299999999999999,0,0,1
9,0.23308790003648,0,1,0
9,0.3299999999999999,0,1,1
9,0.232936500047799,1,0,0
9,0.233469000027981,1,0,0
9,0.234234099974856,0,1,0
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.298178799974266,0,0,0
9,0.250482700008433,0,1,0
9,0.3299999999999999,0,1,1
9,0.232900199946016,1,0,0
9,0.23299789999146,1,1,0
9,0.3299999999999999,0,0,1
9,0.261487399984617,1,1,0
9,0.324248399992939,1,0,0
9,0.3299999999999999,0,0,1
9,0.232973199978005,1,1,0
9,0.311547399964184,1,1,0
9,0.3299999999999999,0,0,1
9,0.256519399990793,1,0,0
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.302226100000553,1,0,0
9,0.313727199973073,1,1,0
9,0.273733300040476,0,1,0
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.263906600011978,1,0,0
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.321530599961989,0,0,0
9,0.262949299998581,1,1,0
9,0.3299999999999999,0,1,1
9,0.233337100013159,0,0,0
9,0.242038000025786,0,1,0
9,0.264022999966983,0,0,0
9,0.3299999999999999,0,0,1
9,0.27758699998958,0,1,0
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.25060199998552,0,1,0
9,0.3299999999999999,0,0,1
9,0.303998299990781,0,0,0
9,0.265809800010175,0,1,0
9,0.330046499962918,0,0,0
9,0.248985300015192,1,1,0
9,0.265428200014867,1,1,0
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
9,0.3299999999999999,0,0,1
9,0.3299999999999999,0,1,1
