groupID,subjectID,gender,age,handedness,stage,trialID,P,T,W,Shape,Label,CorrectKey,Response,RT,Correct
4,6,1,20,2,practice,1,120,0.08,0.6,square,stranger,f,,NaN,0
4,6,1,20,2,practice,2,120,0.08,0.6,square,self,j,j,0.479123199998867,1
4,6,1,20,2,practice,3,120,0.08,0.6,circle,stranger,j,f,0.637389600000461,0
4,6,1,20,2,practice,4,120,0.08,0.6,circle,self,f,j,0.429484600012074,0
4,6,1,20,2,practice,5,120,0.08,0.6,square,stranger,f,,NaN,0
4,6,1,20,2,practice,6,120,0.08,0.6,square,self,j,j,0.37357319999137,1
4,6,1,20,2,practice,7,120,0.08,0.6,circle,stranger,j,f,0.384630699991249,0
4,6,1,20,2,practice,8,120,0.08,0.6,circle,self,f,,NaN,0
4,6,1,20,2,practice,9,120,0.08,0.6,square,self,j,,NaN,0
4,6,1,20,2,practice,10,120,0.08,0.6,square,stranger,f,,NaN,0
4,6,1,20,2,practice,11,120,0.08,0.6,circle,stranger,j,,NaN,0
4,6,1,20,2,practice,12,120,0.08,0.6,circle,self,f,j,0.284004999994067,0
4,6,1,20,2,practice,13,120,0.08,0.6,circle,self,f,j,0.333253899996635,0
4,6,1,20,2,practice,14,120,0.08,0.6,square,self,j,f,0.284171700011939,0
4,6,1,20,2,practice,15,120,0.08,0.6,square,stranger,f,f,0.285021699994104,1
4,6,1,20,2,practice,16,120,0.08,0.6,circle,stranger,j,f,0.286824800001341,0
4,6,1,20,2,practice,17,120,0.08,0.6,circle,stranger,j,f,0.339699400006793,0
4,6,1,20,2,practice,18,120,0.08,0.6,square,stranger,f,,NaN,0
4,6,1,20,2,practice,19,120,0.08,0.6,square,self,j,,NaN,0
4,6,1,20,2,practice,20,120,0.08,0.6,circle,self,f,j,0.283435999997891,0
4,6,1,20,2,practice,21,120,0.08,0.6,circle,stranger,j,f,0.441044600011082,0
4,6,1,20,2,practice,22,120,0.08,0.6,square,self,j,,NaN,0
4,6,1,20,2,practice,23,120,0.08,0.6,square,stranger,f,j,0.428072099995916,0
4,6,1,20,2,practice,24,120,0.08,0.6,circle,self,f,f,0.283433599994169,1
4,6,1,20,2,practice,25,120,0.08,0.6,square,stranger,f,f,0.284352400005446,1
4,6,1,20,2,practice,26,120,0.08,0.6,circle,self,f,f,0.3253521000006,1
4,6,1,20,2,practice,27,120,0.08,0.6,square,self,j,f,0.283186699991347,0
4,6,1,20,2,practice,28,120,0.08,0.6,circle,stranger,j,j,0.28484340000432,1
4,6,1,20,2,practice,29,120,0.08,0.6,circle,self,f,f,0.284070199995767,1
4,6,1,20,2,practice,30,120,0.08,0.6,circle,stranger,j,f,0.284569799987366,0
4,6,1,20,2,practice,31,120,0.08,0.6,square,stranger,f,,NaN,0
4,6,1,20,2,practice,32,120,0.08,0.6,square,self,j,,NaN,0
4,6,1,20,2,practice,33,120,0.08,0.6,circle,self,f,,NaN,0
4,6,1,20,2,practice,34,120,0.08,0.6,square,stranger,f,,NaN,0
4,6,1,20,2,practice,35,120,0.08,0.6,square,self,j,,NaN,0
4,6,1,20,2,practice,36,120,0.08,0.6,circle,stranger,j,j,0.283438500002376,1
4,6,1,20,2,practice,37,120,0.08,0.6,circle,stranger,j,j,0.283142500004033,1
4,6,1,20,2,practice,38,120,0.08,0.6,circle,self,f,j,0.291414599996642,0
4,6,1,20,2,practice,39,120,0.08,0.6,square,self,j,j,0.3394183999917,1
4,6,1,20,2,practice,40,120,0.08,0.6,square,stranger,f,j,0.336489199995412,0
4,6,1,20,2,practice,41,120,0.08,0.6,square,self,j,j,0.355668400006834,1
4,6,1,20,2,practice,42,120,0.08,0.6,circle,self,f,f,0.291384000011021,1
4,6,1,20,2,practice,43,120,0.08,0.6,square,stranger,f,j,0.284091199995601,0
4,6,1,20,2,practice,44,120,0.08,0.6,circle,stranger,j,j,0.283193800001754,1
4,6,1,20,2,practice,45,120,0.08,0.6,circle,self,f,j,0.547326200001407,0
4,6,1,20,2,practice,46,120,0.08,0.6,square,stranger,f,,NaN,0
4,6,1,20,2,practice,47,120,0.08,0.6,square,self,j,j,0.46143550000852,1
4,6,1,20,2,practice,48,120,0.08,0.6,circle,stranger,j,f,0.338811399997212,0
4,6,1,20,2,practice,49,120,0.08,0.6,square,stranger,f,j,0.565010999998776,0
4,6,1,20,2,practice,50,120,0.08,0.6,circle,self,f,f,0.28371380000317,1
4,6,1,20,2,practice,51,120,0.08,0.6,circle,stranger,j,f,0.340799400000833,0
4,6,1,20,2,practice,52,120,0.08,0.6,square,self,j,j,0.283730299997842,1
4,6,1,20,2,practice,53,120,0.08,0.6,square,self,j,j,0.283552699998836,1
4,6,1,20,2,practice,54,120,0.08,0.6,square,stranger,f,j,0.283347500007949,0
4,6,1,20,2,practice,55,120,0.08,0.6,circle,stranger,j,f,0.283374999999069,0
4,6,1,20,2,practice,56,120,0.08,0.6,circle,self,f,j,0.2838206999877,0
4,6,1,20,2,practice,57,120,0.08,0.6,square,stranger,f,j,0.513942599995062,0
4,6,1,20,2,practice,58,120,0.08,0.6,square,self,j,j,0.644214100000681,1
4,6,1,20,2,practice,59,120,0.08,0.6,circle,self,f,j,0.283212999987882,0
4,6,1,20,2,practice,60,120,0.08,0.6,circle,stranger,j,f,0.32867869999609,0
4,6,1,20,2,practice,61,120,0.08,0.6,square,stranger,f,j,0.420507900009397,0
4,6,1,20,2,practice,62,120,0.08,0.6,square,self,j,j,0.356459699993138,1
4,6,1,20,2,practice,63,120,0.08,0.6,circle,self,f,j,0.418906700011576,0
4,6,1,20,2,practice,64,120,0.08,0.6,circle,stranger,j,f,0.483702699988498,0
4,6,1,20,2,practice,65,120,0.08,0.6,square,self,j,j,0.307271899990155,1
4,6,1,20,2,practice,66,120,0.08,0.6,square,stranger,f,j,0.404535599998781,0
4,6,1,20,2,practice,67,120,0.08,0.6,circle,stranger,j,,NaN,0
4,6,1,20,2,practice,68,120,0.08,0.6,circle,self,f,j,0.536134999987553,0
4,6,1,20,2,practice,69,120,0.08,0.6,circle,self,f,j,0.307068000009167,0
4,6,1,20,2,practice,70,120,0.08,0.6,square,stranger,f,j,0.291146099989419,0
4,6,1,20,2,practice,71,120,0.08,0.6,circle,stranger,j,f,0.516863299999386,0
4,6,1,20,2,practice,72,120,0.08,0.6,square,self,j,j,0.307693800001289,1
4,6,1,20,2,practice,73,120,0.08,0.6,circle,stranger,j,j,0.32239010000194,1
4,6,1,20,2,practice,74,120,0.08,0.6,circle,self,f,j,0.356573699988076,0
4,6,1,20,2,practice,75,120,0.08,0.6,square,stranger,f,f,0.643293700006325,1
4,6,1,20,2,practice,76,120,0.08,0.6,square,self,j,j,0.515983100005542,1
4,6,1,20,2,practice,77,120,0.08,0.6,circle,self,f,j,0.532005999993999,0
4,6,1,20,2,practice,78,120,0.08,0.6,square,stranger,f,,NaN,0
4,6,1,20,2,practice,79,120,0.08,0.6,square,self,j,f,0.315156200013007,0
4,6,1,20,2,practice,80,120,0.08,0.6,circle,stranger,j,f,0.595415800009505,0
4,6,1,20,2,practice,81,120,0.08,0.6,square,stranger,f,j,0.484736800004612,0
4,6,1,20,2,practice,82,120,0.08,0.6,circle,stranger,j,f,0.32364509999752,0
4,6,1,20,2,practice,83,120,0.08,0.6,circle,self,f,f,0.283431699994253,1
4,6,1,20,2,practice,84,120,0.08,0.6,square,self,j,j,0.283472099996288,1
4,6,1,20,2,practice,85,120,0.08,0.6,circle,stranger,j,j,0.283300300012343,1
4,6,1,20,2,practice,86,120,0.08,0.6,square,stranger,f,f,0.283237099996768,1
4,6,1,20,2,practice,87,120,0.08,0.6,circle,self,f,f,0.283228699991014,1
4,6,1,20,2,practice,88,120,0.08,0.6,square,self,j,j,0.283002399999532,1
4,6,1,20,2,practice,89,120,0.08,0.6,circle,self,f,j,0.283214900002349,0
4,6,1,20,2,practice,90,120,0.08,0.6,square,stranger,f,f,0.283138700004201,1
4,6,1,20,2,practice,91,120,0.08,0.6,square,self,j,j,0.330667799993535,1
4,6,1,20,2,practice,92,120,0.08,0.6,circle,stranger,j,,NaN,0
4,6,1,20,2,practice,93,120,0.08,0.6,circle,stranger,j,j,0.29870139999548,1
4,6,1,20,2,practice,94,120,0.08,0.6,square,stranger,f,j,0.35727360000601,0
4,6,1,20,2,practice,95,120,0.08,0.6,circle,self,f,j,0.288348700007191,0
4,6,1,20,2,practice,96,120,0.08,0.6,square,self,j,f,0.283617699999013,0
4,6,1,20,2,practice,97,120,0.08,0.6,circle,self,f,,NaN,0
4,6,1,20,2,practice,98,120,0.08,0.6,circle,stranger,j,f,0.284058200006257,0
4,6,1,20,2,practice,99,120,0.08,0.6,square,stranger,f,j,0.364775800000643,0
4,6,1,20,2,practice,100,120,0.08,0.6,square,self,j,f,0.284322499996051,0
4,6,1,20,2,practice,101,120,0.08,0.6,circle,stranger,j,,NaN,0
4,6,1,20,2,practice,102,120,0.08,0.6,circle,self,f,f,0.283532800007379,1
4,6,1,20,2,practice,103,120,0.08,0.6,square,self,j,f,0.283518099997309,0
4,6,1,20,2,practice,104,120,0.08,0.6,square,stranger,f,j,0.28309569999692,0
4,6,1,20,2,practice,105,120,0.08,0.6,square,stranger,f,,NaN,0
4,6,1,20,2,practice,106,120,0.08,0.6,circle,self,f,f,0.4086427000002,1
4,6,1,20,2,practice,107,120,0.08,0.6,circle,stranger,j,j,0.56389350000245,1
4,6,1,20,2,practice,108,120,0.08,0.6,square,self,j,,NaN,0
4,6,1,20,2,practice,109,120,0.08,0.6,circle,stranger,j,f,0.393273900001077,0
4,6,1,20,2,practice,110,120,0.08,0.6,square,self,j,j,0.292609399999492,1
