alpha1,alpha2,gamma,beta1,beta2,v_noise,a_noise,lapse_max,objective,success,message
1.9756285938552722,-0.17217261051546273,0.33024329665528257,0.05668000083690916,0.09871584453961041,0.43056774808815373,0.9399724930070903,0.11602705300250128,0.7337672172833958,True,random_search_40
