alaph1,alaph2,beta1,beta2,gamma,base_scale_v,base_scale_a,final_rmse,converged,t_baseline,z_baseline
0.19948688788058583,-0.40403938411925766,-0.8259412394371123,1.0,0.6399722602238129,1.3263945483656874,10.0,1.6169955700543124,True,0.4023816939291538,0.5749018692107564
