subj_idx,rt,response,identity,condition,omission
0,0.539042600001267,1,1,0,0
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.448609899998701,0,1,0,0
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,1,0,0,1
0,0.559998700002325,0,0,1,0
0,0.537948199998937,0,1,0,0
0,0.570764999996754,0,1,1,0
0,0.63,0,1,1,1
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.234294599998975,0,0,0,0
0,0.523825700001908,0,1,1,0
0,0.391463100000692,0,0,1,0
0,0.63,1,1,0,1
0,0.605806200001098,1,0,0,0
0,0.601585700002033,0,1,0,0
0,0.63,1,0,0,1
0,0.63,0,0,1,1
0,0.23401699999522,1,1,1,0
0,0.63,1,0,0,1
0,0.63,0,1,1,1
0,0.234087699995143,0,1,0,0
0,0.63,0,0,1,1
0,0.482423300003575,0,0,0,0
0,0.410286100006488,0,1,0,0
0,0.521555200000876,1,0,1,0
0,0.394826899995678,0,1,1,0
0,0.554235800002061,1,1,1,0
0,0.63,1,0,0,1
0,0.63,0,0,1,1
0,0.444850200001383,1,1,0,0
0,0.521813200000906,0,0,1,0
0,0.615256699995371,0,0,0,0
0,0.442755900003249,0,1,0,0
0,0.410511800000677,0,1,1,0
0,0.442767399996228,0,0,0,0
0,0.520927300000039,0,1,0,0
0,0.378295600006822,1,0,1,0
0,0.329178599997249,1,1,1,0
0,0.359686800002237,1,1,0,0
0,0.392590700001165,1,0,0,0
0,0.426328900000954,1,1,1,0
0,0.472800100003951,1,0,1,0
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.63,1,0,0,1
0,0.63,0,1,1,1
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.236466299997119,0,0,0,0
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.245526200000313,1,1,1,0
0,0.488554999996268,0,0,0,0
0,0.409365400002571,0,0,0,0
0,0.394275399994513,0,1,0,0
0,0.332773699999962,0,1,1,0
0,0.281598199995642,1,0,1,0
0,0.602532099997916,0,1,1,0
0,0.63,1,0,0,1
0,0.459845599994878,1,1,0,0
0,0.63,0,0,1,1
0,0.538828000004287,0,0,0,0
0,0.60129190000589,1,1,0,0
0,0.553938400000334,0,0,1,0
0,0.537885199999437,0,1,1,0
0,0.63,1,1,0,1
0,0.378081499999098,0,1,1,0
0,0.570239200002106,0,0,0,0
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.63,0,0,1,1
0,0.63,1,0,0,1
0,0.496688499995798,1,1,0,0
0,0.378149599993776,1,0,1,0
0,0.63,0,1,1,1
0,0.394470400002319,1,1,1,0
0,0.42543139999907,1,1,0,0
0,0.425751600007061,1,0,0,0
0,0.314568300003884,1,0,1,0
0,0.298103499997524,1,0,0,0
0,0.506378500002029,1,1,1,0
0,0.63,1,1,0,1
0,0.602494400001888,1,0,1,0
0,0.392632499999308,1,1,1,0
0,0.537592900000163,1,0,0,0
0,0.568742599993129,0,0,1,0
0,0.507640599993465,1,1,0,0
0,0.63,1,1,0,1
0,0.588085800001863,0,0,0,0
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.625245800001721,1,1,0,0
0,0.63,1,0,0,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,0,0,1,1
0,0.437685599994438,1,1,1,0
0,0.505941800001892,0,1,0,0
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.446957000000111,1,1,0,0
0,0.37898070000665,0,1,1,0
0,0.410365600000659,1,0,1,0
0,0.379014600002847,0,0,0,0
0,0.346051799999259,1,0,1,0
0,0.36101459999918,0,1,1,0
0,0.33110289999604,1,1,0,0
0,0.377917199999501,0,0,0,0
0,0.362967100001697,0,0,1,0
