subj_idx,rt,response,identity,condition,omission
0,0.459459299978334,1,0,0,0
0,0.472947200003546,1,0,1,0
0,0.425164999964181,1,1,1,0
0,0.458136099972762,1,1,0,0
0,0.63,0,0,1,1
0,0.490272199967876,0,1,1,0
0,0.411318700003903,1,0,0,0
0,0.540867200004868,1,1,0,0
0,0.492335600021761,1,1,0,0
0,0.444263699988369,1,1,1,0
0,0.507860100013204,1,0,1,0
0,0.412049600039609,0,0,0,0
0,0.379523700044956,1,0,1,0
0,0.36401699995622,1,1,1,0
0,0.490071100008208,1,1,0,0
0,0.314963300013915,0,0,0,0
0,0.41309479996562,1,0,1,0
0,0.445352699956857,1,1,0,0
0,0.459755800024141,1,1,1,0
0,0.508298100030515,0,0,0,0
0,0.63,0,0,1,1
0,0.63,1,0,0,1
0,0.304827100015245,1,1,0,0
0,0.395679299952462,1,1,1,0
0,0.524298099975567,0,1,0,0
0,0.63,1,0,0,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.260141600039788,1,0,0,0
0,0.63,1,1,0,1
0,0.63,0,1,1,1
0,0.233374999952503,1,0,1,0
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.264003599993885,1,0,0,0
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.233686099993065,1,1,1,0
0,0.450890999985859,1,1,0,0
0,0.380820499965921,0,0,1,0
0,0.524523700005375,1,0,1,0
0,0.587795300001744,0,1,1,0
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.322458600043319,0,1,0,0
0,0.282738900044933,1,0,0,0
0,0.348488599993289,0,1,1,0
0,0.63,0,0,1,1
0,0.367351799970493,1,1,1,0
0,0.348070300009567,0,0,0,0
0,0.427983599947765,1,0,1,0
0,0.63,1,1,0,1
0,0.383682600047905,1,0,1,0
0,0.42466429999331,1,1,1,0
0,0.490863299986813,0,1,0,0
0,0.459859099995811,1,0,0,0
0,0.63,0,1,1,1
0,0.60559849999845,1,0,1,0
0,0.604075899987947,1,0,0,0
0,0.441828400013037,1,1,0,0
0,0.619339899974875,1,0,1,0
0,0.395587599952705,1,1,1,0
0,0.377485600009095,0,0,0,0
0,0.283704800007399,1,1,0,0
0,0.412748000002466,1,0,1,0
0,0.34774950001156,1,0,0,0
0,0.444203399994876,0,1,0,0
0,0.283765500003938,1,1,1,0
0,0.63,0,1,1,1
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.358099200006109,0,0,1,0
0,0.364234200038482,1,0,0,0
0,0.63,1,1,0,1
0,0.240119600028265,1,0,1,0
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.257583300000988,1,1,1,0
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.43338889995357,1,0,1,0
0,0.63,1,0,0,1
0,0.351205499959178,0,1,0,0
0,0.571766900015064,1,0,1,0
0,0.63,0,1,1,1
0,0.238717600004748,0,1,0,0
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.2433585000108,1,0,0,0
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.234266399987973,1,1,0,0
0,0.63,0,0,1,1
0,0.250898699974641,1,0,0,0
0,0.524511399969924,0,1,1,0
0,0.361799600010272,1,1,1,0
0,0.586614399973769,1,0,1,0
0,0.63,1,1,0,1
0,0.336109300027601,1,0,0,0
0,0.462051900045481,1,0,0,0
0,0.602382900018711,1,1,1,0
0,0.618712899973616,1,0,1,0
0,0.45945759996539,0,1,0,0
0,0.619924400001764,1,0,0,0
0,0.572835099999793,1,0,1,0
0,0.63,1,1,0,1
0,0.588495499978308,1,1,1,0
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.542098100006115,0,1,1,0
0,0.523212800035253,1,0,0,0
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.522477799968328,0,0,1,0
0,0.571823099977337,1,1,1,0
0,0.571118100022431,0,0,0,0
0,0.63,0,1,1,1
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.377948399982415,1,1,1,0
0,0.63,0,0,1,1
0,0.38288609997835,1,1,1,0
0,0.539688599994406,1,0,1,0
0,0.63,1,0,0,1
0,0.542330199969001,1,1,0,0
0,0.348005499981809,0,1,0,0
0,0.314583900035359,1,0,1,0
0,0.587653799972031,1,1,1,0
0,0.619961599993985,0,0,0,0
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.512341200024821,1,1,1,0
0,0.587120999989565,1,0,0,0
0,0.572223600000143,0,0,0,0
0,0.492064099991694,1,1,1,0
0,0.63,0,0,1,1
0,0.463163999957033,1,1,0,0
0,0.571449799987022,0,0,1,0
0,0.63,1,0,0,1
0,0.36589020001702,1,1,1,0
0,0.443157399946358,1,1,0,0
0,0.63,0,0,1,1
0,0.556448000017554,1,1,0,0
0,0.555080999969505,1,0,0,0
0,0.537643900024705,1,1,1,0
0,0.509544299973641,1,0,0,0
0,0.586705399968196,1,1,0,0
0,0.523636400001124,0,0,1,0
0,0.522694699990097,1,1,1,0
0,0.63,1,0,0,1
0,0.63,0,1,1,1
0,0.417340699990746,1,0,1,0
0,0.570916299999226,0,1,0,0
0,0.63,0,1,1,1
0,0.621384900005069,0,0,1,0
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.489523100026418,1,0,0,0
0,0.587169099948369,0,0,1,0
0,0.508977700024843,1,1,1,0
0,0.411753499996848,1,1,0,0
0,0.507136399974115,1,0,0,0
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.5796947000199,1,1,0,0
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.566363800026011,1,1,0,0
0,0.490252599993255,1,1,1,0
0,0.33106769999722,1,0,0,0
0,0.63,0,0,1,1
0,0.23353909997968,1,1,0,0
0,0.63,1,0,0,1
0,0.54760879999958,1,1,1,0
0,0.506607200019062,1,0,1,0
0,0.63,0,1,1,1
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.483472499996424,1,0,0,0
0,0.539532000024337,0,1,1,0
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.292017599975225,1,0,1,0
0,0.63,1,0,0,1
0,0.301655300019775,1,1,1,0
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.464234600018244,1,1,1,0
0,0.606195900007151,1,0,0,0
0,0.619865700020455,1,1,1,0
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.63,0,0,1,1
0,0.586061300011352,1,1,1,0
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.622207999986131,1,1,1,0
0,0.571770600043237,1,0,1,0
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.63,1,0,0,1
0,0.625651600013953,1,1,0,0
0,0.490264700027183,1,0,1,0
0,0.555887199996505,1,1,1,0
0,0.586891099985223,1,1,0,0
0,0.63,0,0,1,1
0,0.541221400024369,1,1,1,0
0,0.63,1,0,0,1
0,0.63,0,0,1,1
0,0.555537000007462,1,1,1,0
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,1,1,0,1
0,0.608349099988118,1,0,0,0
0,0.63,0,0,1,1
0,0.430748499988113,1,1,1,0
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,1,0,0,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.39257979998365,0,0,1,0
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.60821690002922,1,1,0,0
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,1,0,0,1
0,0.625206199998502,0,0,0,0
0,0.586423399974592,1,1,1,0
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.623008999973536,1,0,0,0
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.63,0,1,1,1
0,0.481001100037247,1,1,0,0
0,0.603489700006321,0,0,0,0
0,0.63,0,0,1,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,1,0,0,1
0,0.63,0,1,1,1
0,0.63,0,0,1,1
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.63,0,1,1,1
0,0.599569500016514,1,1,0,0
0,0.63,0,0,1,1
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,0,1,1,1
0,0.63,1,1,0,1
0,0.452848499990068,1,0,0,0
0,0.586221900011878,0,0,1,0
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.233010799973272,0,0,1,0
0,0.63,1,1,0,1
0,0.63,1,0,0,1
0,0.358445600024424,1,1,1,0
0,0.63,1,1,0,1
0,0.254329500021413,1,0,1,0
0,0.63,0,1,1,1
0,0.251936000015121,0,0,0,0
0,0.31387990002986,1,0,0,0
0,0.36204269999871,0,1,0,0
0,0.266472599992994,1,1,1,0
0,0.586292500025593,0,0,1,0
0,0.558594200003427,1,0,1,0
0,0.585900800011586,1,1,1,0
0,0.569137400016189,1,0,0,0
0,0.490042399964295,1,1,0,0
0,0.489946399990004,1,0,1,0
0,0.553853999997955,1,0,0,0
0,0.555449199979194,1,1,1,0
0,0.523240700014867,1,1,0,0
0,0.393722800014075,0,0,1,0
0,0.61727200000314,1,1,1,0
0,0.587924999999814,0,1,0,0
0,0.63,1,0,0,1
0,0.506388699985109,0,0,0,0
0,0.49055440002121,1,1,0,0
0,0.346664799959399,0,1,1,0
0,0.427267400023993,1,0,1,0
0,0.63,1,1,0,1
0,0.283771799993701,1,1,1,0
0,0.506449499982409,0,0,1,0
0,0.602455399988685,0,0,0,0
0,0.553635100019164,0,0,1,0
0,0.425163599953521,1,1,0,0
0,0.393133200006559,1,1,1,0
0,0.441874200012535,0,0,0,0
0,0.522752100019716,1,0,1,0
0,0.63,1,0,0,1
0,0.252576900005806,0,1,1,0
0,0.426014000026044,1,1,0,0
0,0.63,1,1,0,1
0,0.28455149999354,0,1,1,0
0,0.63,1,0,0,1
0,0.619620999961626,1,0,1,0
0,0.522056100016925,0,0,0,0
0,0.63,1,1,0,1
0,0.285509199951775,1,0,1,0
0,0.63,0,1,1,1
0,0.283522000012454,1,1,0,0
0,0.312978499976452,0,1,1,0
0,0.264670600008685,1,0,0,0
0,0.24887630000012,0,0,1,0
0,0.45892989996355,1,0,0,0
0,0.63,1,1,0,1
0,0.235344199987594,1,1,1,0
0,0.458714600012172,1,0,1,0
0,0.63,1,0,0,1
0,0.476809000014327,1,1,1,0
0,0.521669800044037,1,1,0,0
0,0.63,0,0,1,1
0,0.284296900033951,1,1,0,0
0,0.538846900046337,1,0,0,0
0,0.63,0,1,1,1
0,0.235129999986384,1,0,1,0
0,0.606876300007571,1,1,0,0
0,0.63,0,0,1,1
0,0.409262600005604,1,1,1,0
0,0.410706099995878,1,0,0,0
0,0.570444399956614,1,0,0,0
0,0.52158000000054,0,1,0,0
0,0.394013300014194,1,1,1,0
0,0.505081500043161,0,0,1,0
0,0.345943799999077,1,0,0,0
0,0.457328299991786,1,1,0,0
0,0.555525399977341,1,0,1,0
0,0.394105000013951,0,1,1,0
0,0.362554999999702,1,1,0,0
0,0.362600899999961,0,0,0,0
0,0.505958300025668,1,0,1,0
0,0.63,0,1,1,1
0,0.33091100002639,1,0,0,0
0,0.457154400006402,1,1,1,0
0,0.504598000028636,0,0,1,0
0,0.311893499980215,1,1,0,0
0,0.505068400001619,0,0,1,0
0,0.378459900035523,1,1,0,0
0,0.490169299999252,1,1,1,0
0,0.4262361000292,1,0,0,0
0,0.47473420004826,1,0,1,0
0,0.63,1,1,0,1
0,0.283424200024456,1,0,0,0
0,0.535279000003356,1,1,1,0
0,0.409943999955431,1,1,1,0
0,0.520935700042173,0,0,1,0
0,0.312947200029157,1,0,0,0
0,0.554013599990867,0,1,0,0
0,0.63,1,1,0,1
0,0.28169999999227,1,1,1,0
0,0.378583099984098,1,0,0,0
0,0.298350700002629,0,0,1,0
0,0.63,1,0,0,1
0,0.235211699968204,1,1,1,0
0,0.474518599978182,0,0,1,0
0,0.329318900010549,1,1,0,0
0,0.410873699991498,0,0,0,0
0,0.394403999962378,1,0,1,0
0,0.42820170003688,0,1,1,0
0,0.250504399999045,1,1,0,0
0,0.313258600013796,1,0,1,0
0,0.569141699990723,1,0,0,0
0,0.63,0,1,1,1
0,0.314159100002144,1,1,0,0
0,0.315138800011482,0,0,1,0
0,0.425701399974059,1,0,0,0
0,0.441946899984032,1,1,1,0
0,0.63,1,1,0,1
0,0.431220000027679,1,1,0,0
0,0.601366000017151,1,0,0,0
0,0.458237199985888,1,1,1,0
0,0.457274800050072,1,0,1,0
0,0.441053299990017,1,0,1,0
0,0.394038800033741,1,0,0,0
0,0.457111799973063,1,1,1,0
0,0.570739599992521,1,1,0,0
0,0.457594899984542,1,1,0,0
0,0.490141600021161,0,0,1,0
0,0.505928200029302,1,0,0,0
0,0.505454200028908,1,1,1,0
0,0.551409200008493,1,1,1,0
0,0.489353800017852,0,0,1,0
0,0.425452499999665,1,1,0,0
0,0.569115099962801,1,0,0,0
0,0.633783299999777,1,1,0,0
0,0.63,1,0,0,1
0,0.328702199971303,0,1,1,0
0,0.63,0,0,1,1
0,0.250018000020646,1,0,0,0
0,0.63,0,1,1,1
0,0.379106000007596,1,1,0,0
0,0.457673800003249,1,0,1,0
0,0.63,1,1,0,1
0,0.458060699980706,1,0,1,0
0,0.63,0,1,1,1
0,0.254216000030283,0,0,0,0
0,0.601054900034796,1,0,0,0
0,0.63,1,1,0,1
0,0.443206900032237,1,0,1,0
0,0.63,0,1,1,1
0,0.63,1,0,0,1
0,0.250426199985668,1,1,1,0
0,0.424962699995376,1,1,0,0
0,0.394251200021245,0,0,1,0
0,0.63,1,1,0,1
0,0.236385500000324,1,0,0,0
0,0.25098460004665,0,0,1,0
0,0.44176710001193,1,1,1,0
0,0.63,1,1,0,1
0,0.396196099987719,1,0,1,0
0,0.63,1,0,0,1
0,0.266382100002375,1,1,1,0
0,0.345594500016887,1,1,1,0
0,0.521900799998548,1,1,0,0
0,0.63,0,0,1,1
0,0.232972200028598,1,0,0,0
0,0.63,0,1,1,1
0,0.233893600001466,1,1,0,0
0,0.414346100005787,0,0,0,0
0,0.63,0,0,1,1
0,0.430470600025728,1,1,1,0
0,0.553478099987842,1,1,0,0
0,0.474422800005414,1,0,0,0
0,0.616452099988237,1,0,1,0
0,0.538201199960895,1,1,0,0
0,0.45764739997685,1,0,0,0
0,0.28200820001075,0,0,1,0
0,0.63,0,1,1,1
0,0.619551700016018,0,1,0,0
0,0.63,0,0,1,1
0,0.63,0,1,1,1
0,0.490522900014184,1,0,0,0
0,0.63,1,0,0,1
0,0.36234550003428,1,1,1,0
0,0.50499749998562,0,0,1,0
0,0.505135300045367,1,1,0,0
0,0.552793600014411,1,0,1,0
0,0.63,1,1,0,1
0,0.442232600005809,1,1,1,0
0,0.441388299979735,1,0,0,0
0,0.63,0,0,1,1
0,0.23576020001201,1,0,0,0
0,0.63,1,1,0,1
0,0.443593699950725,1,1,1,0
0,0.536526900017634,1,0,0,0
0,0.488234499993268,1,1,1,0
0,0.473988999961875,0,0,1,0
0,0.63,1,1,0,1
0,0.63,0,0,1,1
0,0.50635699997656,1,1,1,0
0,0.63,1,1,0,1
0,0.344755899976008,0,0,0,0
0,0.311657099984586,1,1,1,0
0,0.521131100016646,0,1,0,0
0,0.63,0,0,1,1
0,0.234548199980054,1,0,0,0
0,0.63,1,1,0,1
0,0.253903199976776,1,0,0,0
0,0.266091800003778,1,1,1,0
0,0.249399300024379,1,0,1,0
0,0.23485399998026,1,1,0,0
0,0.248561900050845,1,0,1,0
0,0.233921299979556,1,1,1,0
0,0.248913499992341,1,0,0,0
0,0.63,0,1,1,1
0,0.233115199953318,1,0,1,0
0,0.296391799987759,0,0,0,0
0,0.233386400039308,1,1,0,0
0,0.310864500002936,1,0,0,0
0,0.63,0,0,1,1
0,0.536742600030266,1,1,1,0
0,0.489566500007641,1,1,0,0
8,0.63,1,1,0,1
8,0.63,0,1,1,1
8,0.620902800001204,1,0,1,0
8,0.63,1,0,0,1
8,0.63,0,1,1,1
8,0.63,0,0,1,1
8,0.63,1,1,0,1
8,0.233662800048478,1,0,0,0
8,0.29083949996857,0,0,0,0
8,0.475228799972683,0,0,1,0
8,0.459604999981821,1,1,1,0
8,0.395920999988448,0,1,0,0
8,0.316441399976611,1,1,1,0
8,0.347450900007971,0,0,1,0
8,0.395253100025002,0,0,0,0
8,0.63,1,1,0,1
8,0.233736099966336,0,1,1,0
8,0.63,1,0,0,1
8,0.63,0,0,1,1
8,0.63,1,1,0,1
8,0.63,0,1,1,1
8,0.233798399975058,0,1,0,0
8,0.398759800009429,1,0,0,0
8,0.364062100008596,0,0,1,0
8,0.410781799990218,0,0,0,0
8,0.619115200010128,0,1,0,0
8,0.444505400024354,1,0,1,0
8,0.492345000035129,1,1,1,0
8,0.63,1,1,0,1
8,0.63,1,0,0,1
8,0.233606299967505,0,0,1,0
8,0.483730600040872,0,1,1,0
8,0.63,0,0,1,1
8,0.233566000009887,1,1,1,0
8,0.63,1,1,0,1
8,0.63,1,0,0,1
8,0.233387399988715,1,1,0,0
8,0.37724119995255,0,0,1,0
8,0.234657599998172,1,0,0,0
8,0.234835700015537,0,1,1,0
8,0.272991600038949,1,1,1,0
8,0.300538299954496,0,0,1,0
8,0.267087700020056,1,1,0,0
8,0.379862900008447,1,0,0,0
8,0.491839700029232,0,0,0,0
8,0.63,1,1,0,1
8,0.23353839997435,1,0,1,0
8,0.25949159997981,0,1,1,0
8,0.252604599983897,1,0,1,0
8,0.460676699993201,0,1,0,0
8,0.23473520000698,0,1,1,0
8,0.285043600015342,0,0,0,0
8,0.319241699995473,1,1,1,0
8,0.63,0,0,1,1
8,0.58753139997134,1,0,0,0
8,0.586310399987269,0,1,0,0
8,0.588170300005004,1,0,1,0
8,0.63,0,1,1,1
8,0.479029399983119,1,1,0,0
8,0.554155699966941,0,0,0,0
8,0.63,0,1,1,1
8,0.509188099997118,1,0,1,0
8,0.63,1,1,0,1
8,0.63,1,0,0,1
8,0.63,0,1,1,1
8,0.233759299968369,0,1,0,0
8,0.243884100054856,1,0,0,0
8,0.233468999969773,0,0,1,0
8,0.233954199997243,1,0,1,0
8,0.232940100017004,0,0,0,0
8,0.23440869996557,1,1,0,0
8,0.248381299956236,0,1,1,0
8,0.234532099973876,1,1,0,0
8,0.233552299963776,0,0,0,0
8,0.233165099984035,0,1,1,0
8,0.355197300028522,0,0,1,0
8,0.346653700049501,1,1,0,0
8,0.571103300026152,1,0,1,0
8,0.63,1,0,0,1
8,0.235282599984203,1,1,1,0
8,0.233334499993362,0,0,1,0
8,0.234497900004499,1,1,1,0
8,0.234044099983294,0,1,0,0
