subj_idx,rt,response,identity,condition,omission
0,0.327071800013073,1,0,1,0
0,0.305588000046555,1,1,0,0
0,0.382305200037081,0,1,1,0
0,0.309951300034299,1,0,0,0
0,0.39112629997544,1,0,0,0
0,1.2000000000000002,0,0,1,1
0,0.304051499988418,1,1,0,0
0,0.303313199954573,0,1,1,0
0,0.304315699962899,1,1,1,0
0,0.456552600022405,1,1,0,0
0,0.44203070004005,1,0,1,0
0,0.30346260004444,0,0,0,0
0,0.46524569997564,1,1,1,0
0,0.303937599994242,0,0,1,0
0,0.303298400016502,1,1,0,0
0,0.313670300005469,0,0,0,0
0,0.968641299987212,1,1,0,0
0,1.2000000000000002,1,0,0,1
0,0.317620699992403,1,0,1,0
0,0.744613800023217,1,1,1,0
0,0.377510899968911,0,0,0,0
0,0.30341320001753,1,1,1,0
0,0.303799099987373,0,1,0,0
0,0.304733400000259,1,0,1,0
0,0.327722500020172,0,0,0,0
0,0.306021500029601,1,1,0,0
0,0.305038899998181,0,0,1,0
0,1.2000000000000002,0,1,1,1
0,0.339180200011469,1,1,1,0
0,0.3134974000277,1,0,0,0
0,0.361616500013042,0,0,1,0
0,0.489520800008904,1,1,0,0
0,0.303774199972395,0,0,1,0
0,0.339472900028341,1,0,0,0
0,1.2000000000000002,1,1,0,1
0,0.303262699977495,0,1,1,0
0,1.2000000000000002,1,0,0,1
0,0.322588500042912,1,1,0,0
0,0.552436399972066,0,0,1,0
0,0.585555199999362,1,1,1,0
0,0.44328000000678,0,1,0,0
0,0.487467399972957,1,0,0,0
0,0.632996700005606,0,1,1,0
0,1.2000000000000002,0,0,1,1
0,0.384682100033388,1,0,1,0
0,1.2000000000000002,1,1,0,1
0,1.2000000000000002,0,1,1,1
0,0.304142499982845,1,0,0,0
0,0.303275600017514,0,1,0,0
0,0.654533699969761,0,0,1,0
0,0.378297400020529,1,0,0,0
0,0.30360629997449,0,1,1,0
0,0.507902899989858,0,1,0,0
0,0.311906399962027,1,0,1,0
0,0.439876599994022,0,0,0,0
0,0.536445999983698,0,1,1,0
0,0.489062800013926,1,0,1,0
0,0.329026700055692,0,1,0,0
0,0.344798800011631,1,1,1,0
0,0.303243500005919,0,0,0,0
0,0.304090499994345,1,0,0,0
0,0.304082700051367,0,1,0,0
0,0.42226230003871,1,1,1,0
0,0.304128299991135,0,0,1,0
