subj_idx,rt,response,identity,condition,omission
0,0.6799999999999999,1,0,0,1
0,0.534732200001599,1,0,1,0
0,0.296332899997651,0,1,1,0
0,0.411008199997013,1,1,0,0
0,0.32950969999365,0,0,1,0
0,0.283908699995663,1,1,1,0
0,0.6799999999999999,1,0,0,1
0,0.283976500002609,1,1,0,0
0,0.6799999999999999,1,1,0,1
0,0.285102000001643,1,1,1,0
0,0.307197100002668,0,0,1,0
0,0.504941399995005,1,0,0,0
0,0.6799999999999999,0,0,1,1
0,0.283273300003202,0,1,1,0
0,0.666942399999243,0,1,0,0
0,0.539098699999158,0,0,0,0
0,0.393402000001515,1,0,1,0
0,0.6799999999999999,1,1,0,1
0,0.283210499997949,1,1,1,0
0,0.362710000001243,1,0,0,0
0,0.6799999999999999,0,0,1,1
0,0.284026399996947,0,0,0,0
0,0.6799999999999999,1,1,0,1
0,0.284317000005103,0,1,1,0
0,0.633265699994809,1,1,0,0
0,0.331049699998403,0,0,0,0
0,0.53869190000114,1,1,1,0
0,0.6799999999999999,0,0,1,1
0,0.284131900007196,0,0,0,0
0,0.442592600003991,0,1,0,0
0,0.473732300000847,0,1,1,0
0,0.6799999999999999,0,0,1,1
0,0.283290499995928,1,1,1,0
0,0.442678399995202,1,0,1,0
0,0.314112299995031,0,0,0,0
0,0.6799999999999999,1,1,0,1
0,0.6799999999999999,1,0,0,1
0,0.362481100004516,0,1,1,0
0,0.6799999999999999,1,1,0,1
0,0.283502899997984,0,0,1,0
0,0.6799999999999999,0,0,1,1
0,0.28334769999492,1,1,1,0
0,0.6799999999999999,1,0,0,1
0,0.283696400001645,1,1,0,0
0,0.554782699997304,0,1,0,0
0,0.6799999999999999,1,0,0,1
0,0.6799999999999999,0,1,1,1
0,0.6799999999999999,0,0,1,1
0,0.284121999997296,0,1,1,0
0,0.6799999999999999,1,0,0,1
0,0.283034000000043,0,0,1,0
0,0.6799999999999999,1,1,0,1
0,0.430081600003177,1,0,1,0
0,0.50400520000403,0,1,1,0
0,0.6799999999999999,1,1,0,1
0,0.6799999999999999,1,0,0,1
0,0.6799999999999999,0,1,1,1
0,0.6799999999999999,0,0,1,1
0,0.283893499996339,1,0,0,0
0,0.6799999999999999,1,1,0,1
0,0.283402100001695,1,0,1,0
0,0.557375899996259,0,1,1,0
0,0.393989800002601,1,0,0,0
0,0.6799999999999999,1,1,0,1
0,0.552212800001143,1,0,1,0
0,0.521858000000066,1,0,0,0
0,0.505904400000873,0,1,0,0
0,0.649537500001315,0,1,1,0
0,0.6799999999999999,0,1,1,1
0,0.6799999999999999,1,1,0,1
0,0.6799999999999999,1,0,0,1
0,0.6799999999999999,0,0,1,1
0,0.6799999999999999,1,0,0,1
0,0.6799999999999999,1,1,0,1
0,0.662154699995881,1,0,1,0
0,0.6799999999999999,0,1,1,1
0,0.569089099997655,1,0,0,0
0,0.6799999999999999,0,1,1,1
0,0.314726500000688,0,1,0,0
0,0.649782099993899,1,0,1,0
0,0.617984999997134,0,1,1,0
0,0.6799999999999999,0,0,1,1
0,0.6799999999999999,1,0,0,1
0,0.6799999999999999,1,1,0,1
0,0.6799999999999999,0,0,1,1
0,0.327860900004453,1,1,1,0
0,0.6799999999999999,1,1,0,1
0,0.6799999999999999,1,0,0,1
0,0.283191700000316,1,1,0,0
0,0.552624899995863,0,1,1,0
0,0.649658200003614,1,0,1,0
0,0.6799999999999999,1,0,0,1
0,0.295387699996354,0,0,1,0
0,0.6799999999999999,0,1,1,1
0,0.329423700000916,1,1,0,0
0,0.6799999999999999,1,0,0,1
0,0.6799999999999999,1,1,0,1
0,0.6799999999999999,0,0,1,1
0,0.360304499998165,0,0,0,0
0,0.554114900005516,1,1,1,0
0,0.6799999999999999,0,1,1,1
0,0.284003500004474,0,0,1,0
0,0.6799999999999999,1,1,0,1
0,0.284203700000944,0,0,0,0
0,0.6799999999999999,1,0,0,1
0,0.6799999999999999,0,1,1,1
0,0.600109999999404,1,0,1,0
0,0.6799999999999999,1,1,0,1
0,0.504890000003797,1,0,0,0
0,0.601201400000718,1,0,1,0
0,0.682690400004503,0,1,0,0
