SubjectUID,DesignCell,P,T_ms,W_ms,Matching,Identity,RT_ms,n_rt
group8_11,P120_T80_W800,120,80.0,800.0,Matching,Stranger,691.9393297284842,37
group8_11,P120_T80_W800,120,80.0,800.0,Matching,Self,676.548552501481,80
group8_12,P120_T80_W800,120,80.0,800.0,NonMatching,Stranger,578.181415599829,96
group8_12,P120_T80_W800,120,80.0,800.0,NonMatching,Self,550.6658442273664,104
group8_12,P120_T80_W800,120,80.0,800.0,Matching,Stranger,615.8267111197641,99
group8_12,P120_T80_W800,120,80.0,800.0,Matching,Self,614.3436042512669,94
group8_2,P120_T80_W800,120,80.0,800.0,NonMatching,Stranger,624.8664106083611,66
group8_2,P120_T80_W800,120,80.0,800.0,NonMatching,Self,605.8129515491675,97
group8_2,P120_T80_W800,120,80.0,800.0,Matching,Stranger,652.9367382343694,102
group8_2,P120_T80_W800,120,80.0,800.0,Matching,Self,657.2392990187212,102
group8_3,P120_T80_W800,120,80.0,800.0,NonMatching,Stranger,682.696011294836,62
group8_3,P120_T80_W800,120,80.0,800.0,NonMatching,Self,675.5649144963726,69
group8_3,P120_T80_W800,120,80.0,800.0,Matching,Stranger,686.8338943606662,71
group8_3,P120_T80_W800,120,80.0,800.0,Matching,Self,596.0409367006323,109
group8_4,P120_T80_W800,120,80.0,800.0,NonMatching,Stranger,668.3650224749522,89
group8_4,P120_T80_W800,120,80.0,800.0,NonMatching,Self,576.9763999943327,114
group8_4,P120_T80_W800,120,80.0,800.0,Matching,Stranger,656.5921530507657,98
group8_4,P120_T80_W800,120,80.0,800.0,Matching,Self,698.5571433311432,90
group8_5,P120_T80_W800,120,80.0,800.0,NonMatching,Stranger,620.6893079273292,101
group8_5,P120_T80_W800,120,80.0,800.0,NonMatching,Self,621.2605587626837,97
group8_5,P120_T80_W800,120,80.0,800.0,Matching,Stranger,602.8383991079036,111
group8_5,P120_T80_W800,120,80.0,800.0,Matching,Self,587.9712581976133,122
group8_6,P120_T80_W800,120,80.0,800.0,NonMatching,Stranger,691.2009955883739,68
group8_6,P120_T80_W800,120,80.0,800.0,NonMatching,Self,615.5269740696962,108
group8_6,P120_T80_W800,120,80.0,800.0,Matching,Stranger,680.8117789547205,76
group8_6,P120_T80_W800,120,80.0,800.0,Matching,Self,682.5519746811943,79
group8_7,P120_T80_W800,120,80.0,800.0,NonMatching,Stranger,662.1317851477036,101
group8_7,P120_T80_W800,120,80.0,800.0,NonMatching,Self,662.8256000070791,111
group8_7,P120_T80_W800,120,80.0,800.0,Matching,Stranger,637.6610160618189,112
group8_7,P120_T80_W800,120,80.0,800.0,Matching,Self,574.9498766788747,120
group8_8,P120_T80_W800,120,80.0,800.0,NonMatching,Stranger,390.8547963693061,55
group8_8,P120_T80_W800,120,80.0,800.0,NonMatching,Self,380.88539022696654,51
group8_8,P120_T80_W800,120,80.0,800.0,Matching,Stranger,375.3895233501679,60
group8_8,P120_T80_W800,120,80.0,800.0,Matching,Self,412.79803962833336,53
