group_id,Label,data_quality,v_self_mean,v_self_q025,v_self_q975,v_stranger_mean,v_stranger_q025,v_stranger_q975,SPE_v,a_mean,t_mean,z_mean,zr_mean,zr_q025,zr_q975,zr_bias,P,T_ms,W_ms,M_ms
1,G1 | P0_T30_W300,exclude,-3.3853675107140777,-8.891809003173273,2.2462520705147644,-3.3624685768355094,-8.9792005106065,2.597912307166685,-0.0228989338785683,2.0149417461389394,0.2634118122343621,0.7488614266871009,0.3716541324939443,0.5894498062913578,0.2595612353932536,-0.1283458675060557,0,30,300,330
2,G2 | P0_T30_W600,exclude,-2.5309410341081247,-8.366215057205277,3.189214796879801,-2.6198594305648983,-8.330278764118871,3.0587701999141883,0.0889183964567736,1.1804457894582934,0.4360766407306164,0.5532016234247578,0.46863788948632873,0.9065390275517471,0.29594679179662947,-0.03136211051367127,0,30,600,630
3,G3 | P120_T30_W600,caution,-1.8927058135663373,-7.7262106943330995,3.3074562682947244,-1.733430140927776,-7.243622453311419,3.435103539297187,-0.1592756726385615,1.2175526658703222,0.348244637054752,0.5650577857870172,0.46409309562236195,0.9008266857448355,0.2853922133064133,-0.03590690437763805,120,30,600,630
4,G4 | P120_T80_W600,good,0.6393747622651982,-1.088763610665211,2.3491287265985816,-0.0176174070636728,-1.8610565101133607,1.8653742142016425,0.656992169328871,1.418698142868963,0.3533327478115391,0.5705471148531849,0.4021624457049022,0.6564709202681223,0.2551247240919391,-0.09783755429509777,120,80,600,680
5,G5 | P8_T100_W1100,good,1.3493437337358145,0.7983481504026513,1.900289961450116,0.6354979776881481,0.0835666324524874,1.1947757252183893,0.7138457560476664,1.3350816408531332,0.3982247871373518,0.4522480646244868,0.33874187973665404,0.33983631590788616,0.33635861119150334,-0.16125812026334596,8,100,1100,1200
6,G6 | P120_T500_W1500,good,1.8119225249466573,1.0674366346944382,2.530326553132337,1.1661497402917866,0.4224482442436615,1.9340494957354168,0.6457727846548706,1.476928401762092,0.6631033976838565,0.713927120063179,0.48338641142753275,0.5707003631617108,0.39813221295330825,-0.016613588572467253,120,500,1500,2000
7,G7 | P120_T80_W800,good,1.204834387296714,0.4976225583321366,1.8936988172607083,0.7525932239205108,0.0670465148956636,1.4833970836347627,0.4522411633762032,1.0915668016810178,0.404979880038716,0.4970102798494656,0.4553182444574785,0.4607768095605173,0.4453432468895039,-0.04468175554252152,120,80,800,880
8,G8 | P120_T80_W800,good,2.814623144030959,1.0846438537006176,4.539707820102297,2.5543414872066847,0.8172994884558666,4.256259256835298,0.260281656824274,2.4160854634972533,0.3516796487420364,0.4983615383968596,0.20626817466774852,0.2953487979333624,0.15268769243499936,-0.2937318253322515,120,80,800,880
