subj_idx,rt,response,identity
0,0.327071800013073,1,0
0,0.382305200037081,0,1
0,0.303313199954573,0,1
0,0.304315699962899,1,1
0,0.44203070004005,1,0
0,0.46524569997564,1,1
0,0.303937599994242,0,0
0,0.317620699992403,1,0
0,0.744613800023217,1,1
0,0.30341320001753,1,1
0,0.304733400000259,1,0
0,0.305038899998181,0,0
0,0.339180200011469,1,1
0,0.361616500013042,0,0
0,0.303774199972395,0,0
0,0.303262699977495,0,1
0,0.552436399972066,0,0
0,0.585555199999362,1,1
0,0.632996700005606,0,1
0,0.384682100033388,1,0
0,0.654533699969761,0,0
0,0.30360629997449,0,1
0,0.311906399962027,1,0
0,0.536445999983698,0,1
0,0.489062800013926,1,0
0,0.344798800011631,1,1
0,0.42226230003871,1,1
0,0.304128299991135,0,0
0,0.323360599984881,1,1
0,0.410264800011646,1,0
0,0.303524899994954,0,0
0,0.305040100007318,1,1
0,0.304788300010841,1,1
0,0.303672300011385,1,0
0,0.304659100016579,0,1
0,0.468505900003947,0,0
0,0.313661099993624,1,1
0,0.376942100003362,1,1
0,0.303808099997696,0,0
0,0.329500199994072,1,1
0,0.553448399994522,1,0
0,0.329859999998007,0,1
0,0.520496800018009,1,0
0,0.488976699998602,1,1
0,0.313050800003111,0,0
0,0.440874500025529,1,1
0,0.553452599968296,1,0
0,1.0880658000242,1,0
0,0.586427800008096,1,1
0,0.601961500011384,1,0
0,0.553212900005747,0,1
0,0.66663500003051,0,0
0,0.570626600005198,1,1
0,0.7607607000391,1,0
0,0.634119499998633,1,1
0,0.761289499991108,0,1
0,0.730077199987136,1,0
0,0.76165930001298,1,0
0,0.538370800029952,1,1
0,0.585055200033821,0,0
0,0.83256850001635,1,1
0,0.569810200016946,1,0
0,0.586279700044543,1,1
0,0.489727700012736,1,1
0,0.808924000011757,1,0
0,0.714069700043183,1,1
0,0.649989500001539,1,0
0,0.504741300013848,0,1
0,0.80910039995797,1,0
0,0.570146800018847,1,1
0,0.849037700041663,1,0
0,0.497909499972593,1,1
0,0.521389600005932,1,1
0,0.681644700001925,1,0
0,0.553187899990007,1,1
0,0.61750450002728,1,0
0,1.03315610002028,1,0
0,0.521873200021219,1,1
0,0.69737539999187,1,1
0,0.682741799973883,0,0
0,0.800370100012515,0,0
0,0.586126199981663,1,1
0,1.11361910001142,1,0
0,0.649635799985845,1,1
0,0.562052299967036,1,1
0,0.657968199986499,1,1
0,0.574793300009333,0,0
0,0.465357899956871,1,1
0,0.586362799978815,1,1
0,1.01801970001543,0,0
0,1.03186079999432,1,0
0,0.648577700019814,1,1
0,0.471683100040536,1,1
0,0.649674999993294,1,1
0,0.776369300030638,1,0
0,0.472127599990927,1,1
0,0.745261400006711,0,0
0,0.809935000026599,1,0
0,0.6704964999808,1,1
0,0.72832760005258,1,0
0,0.64695759996539,1,1
0,0.495361200009938,1,1
0,0.5112114000367,1,1
0,0.654825399979018,1,1
0,1.14629040000727,1,0
0,0.665890100004617,1,1
0,1.11882530001458,0,0
0,0.71196859999327,1,1
0,0.540846899966709,1,1
