subj_idx,rt,response,identity
0,0.534732200001599,1,0
0,0.296332899997651,0,1
0,0.32950969999365,0,0
0,0.283908699995663,1,1
0,0.285102000001643,1,1
0,0.307197100002668,0,0
0,0.283273300003202,0,1
0,0.393402000001515,1,0
0,0.283210499997949,1,1
0,0.284317000005103,0,1
0,0.53869190000114,1,1
0,0.473732300000847,0,1
0,0.283290499995928,1,1
0,0.442678399995202,1,0
0,0.362481100004516,0,1
0,0.283502899997984,0,0
0,0.28334769999492,1,1
0,0.284121999997296,0,1
0,0.283034000000043,0,0
0,0.430081600003177,1,0
0,0.50400520000403,0,1
0,0.283402100001695,1,0
0,0.557375899996259,0,1
0,0.552212800001143,1,0
0,0.649537500001315,0,1
0,0.662154699995881,1,0
0,0.649782099993899,1,0
0,0.617984999997134,0,1
0,0.327860900004453,1,1
0,0.552624899995863,0,1
0,0.649658200003614,1,0
0,0.295387699996354,0,0
0,0.554114900005516,1,1
0,0.284003500004474,0,0
0,0.600109999999404,1,0
0,0.601201400000718,1,0
0,0.506310700002359,1,1
0,0.618353700003354,1,0
0,0.376681399997324,0,1
0,0.615802899999835,1,1
0,0.650247099998523,1,0
0,0.680935299998964,1,1
0,0.538148799998453,0,0
0,0.473364299999957,1,0
0,0.615773200006515,0,1
0,0.283887600002345,1,1
0,0.491273299994646,1,0
0,0.649145199997292,1,1
0,0.679854499998328,1,1
0,0.554472299998451,0,0
0,0.664436899998691,1,0
0,0.488301400000637,1,1
0,0.570248500000162,1,0
0,0.618012399994768,1,0
0,0.68102540000109,1,1
0,0.615606900006242,1,0
0,0.6662553999995,1,1
0,0.631234500004211,1,1
0,0.584366100003535,1,0
0,0.469786499998008,0,0
0,0.345427400003246,1,1
0,0.520926299999701,1,0
0,0.283317500005069,0,1
0,0.666006899999047,1,1
0,0.410486300002958,1,0
0,0.631242499999644,1,0
0,0.553832300000067,1,1
0,0.473659899995255,1,0
0,0.521664400002919,1,1
0,0.504638999998861,1,0
0,0.553496100001212,1,0
0,0.52248509999481,1,1
0,0.521309000003384,1,1
0,0.537447800001246,1,0
0,0.585362600002554,1,0
0,0.423637599997164,0,1
0,0.283953500002099,0,0
0,0.648610299998836,0,1
0,0.422421100003703,1,0
0,0.520884600002319,1,1
0,0.61777340000117,1,0
0,0.584658300002047,1,1
0,0.680950000001758,1,1
0,0.650211300002411,1,0
0,0.502994999995281,1,0
0,0.473151600002893,0,1
0,0.646718700001657,0,0
0,0.409856799997215,1,0
0,0.457917899999302,1,1
0,0.505069899998489,1,0
0,0.645780599996215,1,1
0,0.409734900000331,1,0
0,0.663863700006914,1,1
0,0.489749500004109,1,0
0,0.585773899998458,0,1
0,0.552949800003262,0,0
0,0.597768200001155,1,0
0,0.491291700003785,1,0
0,0.584136400000716,1,1
0,0.617752099999052,0,1
0,0.615569499997946,1,0
0,0.473120099995867,1,1
0,0.487147299994831,1,1
0,0.489309399999911,1,0
0,0.600371199994697,1,1
0,0.422770799996215,0,0
0,0.556723900001089,1,0
0,0.345229600003222,1,1
0,0.376153799996246,1,0
0,0.584465600004478,1,1
0,0.617753600003198,1,0
0,0.425575099994603,1,1
0,0.565132200004882,1,1
0,0.31305219999922,1,0
0,0.505858599994099,1,1
0,0.377501399998437,1,0
0,0.487505999997666,0,0
0,0.537494899996091,1,1
0,0.568685499994899,1,0
0,0.663332600001013,1,1
0,0.489302899994073,0,1
0,0.600913199996285,1,0
0,0.421797200004221,1,1
0,0.600624699996843,0,0
0,0.645309499996074,1,1
0,0.568622200000391,1,0
0,0.4416990000027,1,1
0,0.616704500003834,1,1
0,0.456528400005482,1,0
0,0.550253500005056,1,0
0,0.296126900000672,1,1
0,0.503807000000961,1,0
0,0.56859240000631,1,1
0,0.439690100000007,0,1
0,0.488723999995273,1,0
0,0.568281300002127,1,1
0,0.358245299998089,1,0
0,0.512194099996123,0,0
0,0.393032199994195,1,0
0,0.417882399997325,0,0
0,0.440581399998337,1,0
0,0.395329699997092,1,1
0,0.441373199995724,1,1
0,0.505064799996035,1,0
0,0.283472600000096,1,1
0,0.440978799997538,1,1
0,0.375895599994692,1,0
0,0.50375989999884,0,0
0,0.612329600000521,1,1
0,0.424168300000019,1,0
0,0.612291400000686,1,1
0,0.470975199998065,1,1
0,0.344162599998526,0,0
0,0.552082700000028,1,1
0,0.584444599997369,1,0
0,0.61608790000173,1,1
0,0.632738000000245,1,0
0,0.404644900001585,0,0
0,0.376538100004836,1,1
0,0.424126599995361,1,1
0,0.647479399995063,1,0
0,0.552799800003413,1,0
0,0.31234360000235,0,1
0,0.584441799997876,1,0
0,0.550499500001024,1,1
0,0.408108399999037,1,1
0,0.553166199999396,1,0
0,0.360280100001546,1,1
0,0.423713199998019,0,0
0,0.523769999999786,1,0
0,0.340385700001207,1,0
0,0.407697499998903,1,1
0,0.55037170000287,1,0
0,0.423722399995313,1,1
0,0.474377899998217,1,1
0,0.34302619999653,0,0
0,0.470888500000001,1,0
0,0.422924300000886,1,1
0,0.312923400000727,1,0
0,0.550759599995217,1,1
0,0.406817499999306,0,1
0,0.614256999993813,1,0
0,0.471435100000235,0,0
0,0.392373299997416,1,1
0,0.520389899997099,1,1
0,0.31240329999855,1,0
0,0.295192899997346,1,1
0,0.328360300001805,0,0
0,0.535814199996821,0,0
0,0.407129999999597,1,1
0,0.519284400004835,1,1
0,0.376041699993948,1,0
0,0.360656699995161,1,0
0,0.472062399996503,0,1
8,0.662239800032694,1,1
8,0.586122999957297,1,1
8,0.633086899993941,1,0
8,0.647518799989484,1,1
8,0.53350220003631,1,1
8,0.51916710002115,1,1
8,0.55664500000421,1,1
8,0.616393200005405,0,0
8,0.584686899965163,0,0
8,0.586916500004008,1,1
8,0.537714000034612,0,1
8,0.569953300000634,0,0
8,0.534730299958028,1,1
8,0.665495100023691,1,0
8,0.567611299979035,1,1
8,0.552693999954499,1,0
8,0.666444700036664,1,1
8,0.601862800016534,1,1
8,0.657598400022835,1,0
8,0.63319549994776,1,1
8,0.667494300054386,1,0
8,0.602193599974271,1,1
8,0.634002799983136,1,1
8,0.665296699968167,0,0
8,0.538558900007047,1,1
8,0.442278500006068,1,0
8,0.617872199974954,1,1
8,0.554146100010257,1,0
8,0.682930899958592,1,1
8,0.570758299960289,1,1
8,0.568830499949399,1,0
8,0.601293899992015,0,0
8,0.584698399994522,1,1
8,0.586292200023308,1,1
8,0.408803800004534,1,0
8,0.566385400015861,0,0
8,0.632451199984644,1,1
8,0.681345999997575,1,0
8,0.585799799999222,1,1
8,0.407920499972533,1,0
8,0.568294400000013,1,0
8,0.536672700021882,1,1
8,0.648073700023815,0,0
8,0.618429100024514,1,1
8,0.5857207000372,1,1
8,0.42527649999829,1,0
8,0.584207099978812,1,1
8,0.586262800032273,0,0
8,0.632123699993826,1,0
8,0.586608599987812,1,1
8,0.552603699965402,1,0
8,0.601253699976951,1,1
8,0.521235499996692,1,0
8,0.458543899992947,1,1
8,0.633841899980325,1,1
8,0.666824899963103,1,1
8,0.504257099993993,1,0
8,0.569658000022173,1,0
8,0.60192059999099,1,0
8,0.570257799990941,1,1
8,0.666306100029033,1,0
8,0.633612299978267,1,1
8,0.505377599969506,1,1
8,0.53789560002042,1,0
8,0.551198200031649,1,1
8,0.505917400005274,1,1
8,0.409846700029448,1,0
8,0.681465999979991,1,1
8,0.646868299983907,1,0
8,0.633529199985787,1,1
8,0.473962299991399,1,0
8,0.61764770001173,1,1
8,0.500921799975913,1,1
8,0.474144399981014,0,0
8,0.520786999957636,1,1
8,0.682410700013861,1,0
8,0.55603609996615,1,0
8,0.45739679998951,1,1
8,0.569969800009858,1,0
8,0.570461300027091,1,1
8,0.66282130003674,1,0
8,0.554050700040534,1,1
8,0.568851399992127,1,0
8,0.601496299961582,1,0
8,0.532657100004144,1,1
8,0.598715300031472,1,1
8,0.585492700047325,1,1
8,0.631729600019753,1,0
8,0.613866100029554,1,0
8,0.505720999964979,1,1
8,0.488838599994779,1,0
8,0.665200000046752,1,1
8,0.576720100012608,1,0
8,0.569289100007154,1,1
8,0.668053100001998,1,1
8,0.488369100028649,1,0
8,0.630520300008357,1,1
8,0.581076600006782,1,0
8,0.470368899987079,1,1
8,0.643297899980098,1,1
8,0.581486199982464,1,0
8,0.640748300007544,1,1
8,0.614595899998676,0,1
8,0.570202899980359,1,0
8,0.609574800007977,1,1
8,0.661017300037201,1,0
8,0.456969399994705,1,1
8,0.637321400048677,1,0
8,0.536363799998071,1,1
8,0.576789399958216,1,1
8,0.675478000019211,1,1
8,0.640969700005371,1,1
8,0.538374600000679,1,1
8,0.537525099993218,1,1
8,0.600382500037085,1,0
8,0.47186230000807,1,1
8,0.504612999968231,1,1
8,0.647045399993658,1,0
8,0.548466500011273,1,1
8,0.536733200016897,1,0
8,0.568620099977124,1,0
8,0.678885599947535,0,1
8,0.581279899983201,1,0
8,0.616903200047091,1,1
8,0.648064200009685,1,1
8,0.43961349996971,1,0
8,0.630492899974342,1,1
8,0.631271899968851,1,0
8,0.539501900027972,1,1
8,0.647498200007249,1,0
8,0.584682300046552,1,1
8,0.660750799986999,1,0
8,0.582858400011901,1,0
8,0.488293099973816,1,1
8,0.631496599991806,1,0
8,0.578698299999814,1,1
8,0.535201599996071,1,1
8,0.535208199988119,1,1
8,0.583002100000158,1,1
8,0.48655349999899,1,0
8,0.598969599988777,1,0
8,0.631538600020576,1,1
8,0.591732400003821,1,1
8,0.521732099994551,1,1
8,0.678096799994819,1,0
8,0.407706899975892,1,1
8,0.358364199986681,1,1
8,0.583519200037699,1,1
8,0.616093999997247,1,0
8,0.581606900028419,1,1
8,0.454107499972451,1,1
8,0.552066800009925,1,0
9,0.646887300012168,1,1
9,0.506157299969345,0,0
9,0.678585299989209,1,1
9,0.663005499984138,1,1
9,0.620894899999257,1,1
9,0.637252999993507,1,1
9,0.633319000015035,1,1
9,0.587902300001588,0,0
9,0.665983300015796,0,0
9,0.636897400021553,1,1
9,0.666780899977311,1,1
9,0.647295199974906,1,1
9,0.649994099978358,1,1
9,0.614929300034419,1,1
9,0.600569400005043,0,0
9,0.282948500011116,1,1
9,0.583452499995474,1,0
9,0.282977399998344,1,1
9,0.61421299999347,1,0
9,0.554559800017159,1,1
9,0.679538600030355,0,0
9,0.599637700011954,1,1
9,0.634129600017332,1,1
9,0.47286650002934,1,1
9,0.553816599946003,0,0
9,0.537757400015835,1,1
9,0.632117700006347,1,1
9,0.582945899979677,1,1
9,0.283099199994467,1,0
9,0.28316970000742,1,1
9,0.283350799989421,1,1
9,0.353352000005543,1,0
9,0.648921300016809,0,0
9,0.568866700050421,1,1
9,0.646412500005681,0,0
9,0.571592599968426,0,1
9,0.552407200040761,1,1
9,0.67901779996464,1,0
9,0.582704300002661,1,1
9,0.537595999951009,0,0
9,0.584791400004178,0,1
9,0.649058100010734,0,0
9,0.614756399998441,0,0
9,0.648832599981688,1,1
9,0.664866400009487,0,0
9,0.345562000002246,1,1
9,0.283207299944479,1,0
9,0.282985400001053,1,1
9,0.283063100010622,1,0
9,0.599325100018177,1,1
9,0.680646200024057,1,1
9,0.649592100002337,0,0
9,0.587449599988759,1,1
9,0.533680199994706,1,1
9,0.552412799966987,0,0
9,0.283035699976608,1,1
9,0.680834700004198,0,0
9,0.616196600021794,1,1
9,0.628974899998866,1,1
9,0.616936900012661,0,0
9,0.520760599989444,1,1
9,0.424924899998587,1,0
9,0.616853900020942,1,1
9,0.553580800013151,1,0
9,0.630433799989987,1,1
9,0.615645799960475,1,0
9,0.659856399986893,1,1
9,0.50116619997425,1,1
9,0.375991800043266,1,1
9,0.283144099987112,1,1
9,0.333510300028138,1,0
9,0.519700400007423,0,1
9,0.631578999978956,0,0
9,0.372089799959213,0,0
9,0.3704829000053,1,0
9,0.583471199963242,1,1
9,0.283670499979053,1,1
9,0.642225300020073,1,0
9,0.361524000007194,1,1
9,0.556720399996266,1,1
9,0.646842700021807,1,1
9,0.588437099999283,1,1
9,0.64811930002179,0,1
9,0.585812799981795,1,1
9,0.648602000030223,1,1
9,0.663988100015558,1,1
9,0.66399889998138,1,1
9,0.583898199955001,1,0
9,0.608267300005537,1,0
9,0.676039300044067,1,1
9,0.676525399961974,1,1
9,0.614648399990983,1,0
9,0.548231299966574,1,1
9,0.552200999984052,1,1
9,0.343659600010142,1,0
9,0.534897699952126,1,1
9,0.375911499955691,1,0
9,0.471565300016664,1,0
9,0.598901599994861,1,0
9,0.536239200038835,1,1
9,0.440445399959572,1,1
9,0.662595300003886,0,1
9,0.568236099963542,0,0
9,0.613834100018721,1,1
9,0.648056800011545,1,0
9,0.595066200010478,1,1
9,0.519758499984164,1,0
9,0.599737000011373,1,1
9,0.560436100000516,1,0
9,0.680221199989319,1,0
9,0.551474199979566,1,1
9,0.644320000021253,1,1
9,0.599374799989164,0,0
9,0.599458399985451,1,0
9,0.648043999972288,1,1
9,0.333960600022692,1,1
9,0.534716100024525,0,0
9,0.471048500039615,1,0
9,0.598854999989271,1,1
9,0.579713599989191,1,1
9,0.615737799962517,1,0
10,0.4566091,0,0
10,0.4073067,0,1
10,0.4868512,1,0
10,0.6273058,0,1
10,0.4885553,1,1
10,0.6475593,0,0
10,0.6626169,1,0
10,0.5365796,0,1
10,0.5773441,0,0
10,0.5844779,0,1
10,0.2951798,0,1
10,0.5698522,1,0
10,0.4746737,0,1
10,0.4215703,1,0
10,0.3103672,0,0
10,0.284185,0,0
10,0.5525424,1,1
10,0.4296128,0,1
