,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a,0.8597694557808452,0.05105941558298903,0.7671875639114869,0.8255013166969661,0.8568354026919682,0.8910328668264527,0.9674488810459188,0.0013988305563365116
a_std,0.15946162061793354,0.04694337896618346,0.09535989523475791,0.12663352428631447,0.14990789154148565,0.18093923320261268,0.28069324443130045,0.0015818679239917905
a_subj.0,0.962239389138677,0.039879707175626146,0.8868739353220625,0.9354254970247318,0.9616019148924472,0.9884464807240483,1.0409018860570904,0.002003719023345495
a_subj.1,0.8104903673264098,0.031889404797294206,0.7479667579139605,0.7885150499760204,0.8102143325981221,0.8316081671204394,0.8766503641756949,0.0012248325209972982
a_subj.2,0.9646670151979472,0.0397114001622785,0.8921759419373942,0.9367155206195908,0.9636967998789309,0.9903468976162861,1.0463018321651032,0.0019375713697193178
a_subj.3,0.6429423734174625,0.0235284223988785,0.5995116163174017,0.6269197712603073,0.6421169219630761,0.6581420226353631,0.6921015265746308,0.0009456758130097296
a_subj.4,0.8522736943883304,0.030307563635057738,0.7945471584552133,0.8308344392461854,0.8522446244198815,0.8727745648400879,0.9125305908777923,0.0011940588332230056
a_subj.5,1.0604458419921923,0.04822356069040436,0.9750656147117767,1.0262351013437472,1.0579329631050747,1.0914135201398993,1.1577768215057989,0.002546188971937536
a_subj.6,0.9430783458935464,0.04039342141849515,0.8645908247385158,0.9156213051857679,0.9425465479556808,0.9687364365939398,1.0225500877562141,0.0018576496705088566
a_subj.7,0.9188735444853253,0.03748902033484931,0.8474648158009173,0.893604660154934,0.9190079272930407,0.9439725209606014,0.993516688785953,0.001711537658530118
a_subj.8,0.7316721921003682,0.027083248745555545,0.6818701567992793,0.7124985517065867,0.7310572911213928,0.7494438039186784,0.7866459964688044,0.0010139734747012714
a_subj.9,0.766139044250394,0.02984272559902924,0.7088270550570872,0.7458367744214083,0.7663261051836827,0.7860615213032551,0.8255083800838392,0.0012117215421957143
a_subj.10,0.6888088983655231,0.026046905533796277,0.6400556248868132,0.6707760107608476,0.688787955244557,0.7061281025143578,0.7415721997966539,0.0010403801995577523
v(0),-4.865674208525312,0.43172924519856426,-5.689100369544829,-5.1551213608344275,-4.875410998457727,-4.579784983744825,-3.991103280333237,0.010102831623841815
v(1),-4.860933662386909,0.4423235405904414,-5.716453175237797,-5.150502418602135,-4.87188587153255,-4.590433789892834,-3.9468276741777295,0.010740033668548575
v_std,1.3818639351473465,0.2623774999730429,0.9598432021891166,1.1975578903255844,1.3524186407975256,1.5273353152941063,1.9732439417210315,0.008291831599518245
v_subj(0).0,-6.031938092367905,0.3638080728154371,-6.7119803992804385,-6.280587051544209,-6.038103603896071,-5.7840964420969,-5.3319278717385075,0.01517982393021329
v_subj(0).1,-4.5396298986467825,0.3491909794063004,-5.224360882094072,-4.765184042756486,-4.542065571823017,-4.307920305320174,-3.8660792718800487,0.01084740041999967
v_subj(0).2,-5.870016786557345,0.38778763643911546,-6.637381467296403,-6.131194650864062,-5.870268748127206,-5.601048224882008,-5.106372254853466,0.017408324354778702
v_subj(0).3,-3.349664028838143,0.35538325642381324,-4.043198015583528,-3.5787854968732598,-3.337535557337001,-3.114397805371358,-2.650262314359713,0.011287209468850508
v_subj(0).4,-5.4443963794813595,0.37313000609909874,-6.187256741996142,-5.69830148165298,-5.442107094688691,-5.197698176995852,-4.685016907293214,0.014510078699257009
v_subj(0).5,-7.135433798289385,0.45059396050183975,-8.088449833510483,-7.436869106873551,-7.109426844601265,-6.811234208994382,-6.3009736512288725,0.021460225050510116
v_subj(0).6,-5.543408154171142,0.3587874245088266,-6.245562354842386,-5.777710360163709,-5.545473521085789,-5.3031649867403905,-4.813210686836629,0.01300763336369766
v_subj(0).7,-5.709717055837123,0.38270993958866834,-6.435291699142838,-5.974576327682397,-5.705579176373769,-5.456064975880492,-4.937921821420228,0.01617467952315484
v_subj(0).8,-3.6232933425754656,0.34959285425162506,-4.340176494759777,-3.8610603957277476,-3.6077517316814895,-3.392936596442447,-2.9558103250916696,0.01043914454969581
v_subj(0).9,-4.148076265724707,0.33916084867279384,-4.820411066591702,-4.371535311295843,-4.145038480473834,-3.9157445225589034,-3.4886678601319394,0.011251963960553724
v_subj(0).10,-3.600257951376959,0.3423684219452695,-4.271105990288335,-3.8315045162226165,-3.6034806449555354,-3.369828377251877,-2.9203816693592026,0.011509528929622096
v_subj(1).0,-5.510096755279748,0.3584961557052276,-6.204606302808853,-5.74448651987322,-5.501082334192227,-5.269111141052042,-4.8032749015747145,0.015410200602333233
v_subj(1).1,-4.523769190093496,0.359323635523227,-5.25150711961008,-4.757841509772044,-4.52414887038455,-4.279192209004566,-3.82347119747651,0.010932806716019212
v_subj(1).2,-5.939045220578913,0.3930313569833725,-6.736144288900143,-6.198011754603097,-5.93681639567009,-5.670795364248673,-5.186180376784828,0.01832253052619325
v_subj(1).3,-2.8634736616286975,0.3556293460432114,-3.5665125786722625,-3.104272196012505,-2.855078057972433,-2.6324277593074705,-2.167914020417602,0.011182666157238534
v_subj(1).4,-5.44450232250021,0.38126597375516313,-6.1684769446001315,-5.713472970706345,-5.451635665711047,-5.19330251765421,-4.684297839353453,0.013103877935879332
v_subj(1).5,-7.350151314104209,0.4529123607317831,-8.284138897861629,-7.642253443939781,-7.337034497420526,-7.028972218334075,-6.536175224298436,0.022225524888281663
v_subj(1).6,-5.715751353979261,0.3634121976267112,-6.455216625891335,-5.947593067519478,-5.7117895594242105,-5.4802608829292385,-5.027463418887616,0.013530035087819286
v_subj(1).7,-5.824356804465209,0.3878880170071179,-6.585054843114561,-6.085634575772771,-5.831760525420034,-5.560115728519894,-5.047542599157664,0.01626389839290249
v_subj(1).8,-4.014297016084986,0.34684692123473554,-4.6822720602807815,-4.251435892857298,-4.020165354336625,-3.778082399676317,-3.3395244755361326,0.010978748911042557
v_subj(1).9,-4.339158648376571,0.3512547367870151,-5.011119238010602,-4.583031746895808,-4.3413588949499875,-4.107666778874549,-3.642628504624798,0.010666348283834226
v_subj(1).10,-3.337383970144513,0.3507724560796585,-3.9965907151317266,-3.5878208474952875,-3.3465242463370743,-3.092878255464103,-2.6581518852555965,0.012325821416501152
t,0.21331465083765033,0.002151030293051712,0.20925225500014957,0.21199000479321836,0.2132658217773291,0.21468315343475428,0.21759072501545285,4.9929499590548966e-05
t_std,0.006702770697064796,0.0020015597473606946,0.0038358156765150586,0.005334103448590925,0.006344699479273484,0.00759337384653932,0.01170188059230964,6.194028222774379e-05
t_subj.0,0.20794855892617262,0.0024700087123015802,0.20274328105913855,0.20638709451069862,0.20807770037726706,0.20963772254146132,0.21242589943179419,0.0001012962113745561
t_subj.1,0.21037019366883797,0.0022160555289029178,0.20586732139205846,0.2089333138261499,0.21046434654406412,0.21196062380731293,0.2144122870260959,8.179786168098533e-05
t_subj.2,0.21410016599198325,0.002046437477673413,0.20981876218846088,0.21276192674185618,0.21423353160804304,0.21556767599162052,0.21771820542086837,6.993579891501627e-05
t_subj.3,0.21578947969684303,0.0016785686035486924,0.21238856011458318,0.21470886978404444,0.21586841490762815,0.2169589153348009,0.21879753897648724,5.703009033029657e-05
t_subj.4,0.22331068441464563,0.0011771848941533503,0.22074126650313802,0.22258385796030028,0.22337754984966138,0.22414386665399155,0.2253451940571694,3.12836922014796e-05
t_subj.5,0.21700134971355442,0.0019632014878338514,0.21300381531745896,0.21571780991279824,0.21708676954512096,0.2183914148354012,0.22059520780065303,7.695982346848321e-05
t_subj.6,0.20363811500942655,0.002607895728509825,0.1981460760293097,0.2018539548477307,0.20375741248777418,0.20548130644397214,0.208414874527048,0.00010708949667495358
t_subj.7,0.21696540759719682,0.0017172523753504298,0.21342831700006942,0.21587826813951672,0.2170558266541714,0.21815411737751428,0.2200863062935023,5.726814638997033e-05
t_subj.8,0.21653944609731748,0.0016110265538877054,0.21315595459298728,0.2155135915779673,0.21662374389456795,0.21766193072706055,0.21944451644219642,5.2177057115391286e-05
t_subj.9,0.20894573410957018,0.0022356915155885937,0.2041990888410026,0.20746927750499528,0.20900893055111508,0.21051161595578982,0.2130869365405576,8.245016325577114e-05
t_subj.10,0.21073432495719707,0.0020923306347375007,0.2063209943772514,0.20941637777472014,0.21081131895306934,0.21215605450604194,0.2146166180488919,7.727537612417226e-05
z,0.7521913680153217,0.012251157637765905,0.7282402548538628,0.7440770415896306,0.7522570521691011,0.7605920488596685,0.7754268997260135,0.0004072156558029967
z_std,0.19261266335958085,0.025641686049565415,0.1462133604358486,0.17481236296853425,0.19174031658765706,0.20963306602184026,0.247437375333743,0.0007930670077084132
z_subj.0,0.7715570026620431,0.01658196013686244,0.7373120611362863,0.7608621609246327,0.771743175566642,0.7829546562306301,0.8031929858440826,0.0006788209221568287
z_subj.1,0.7179744628061441,0.018655395370995174,0.6809070359344929,0.7051422499971857,0.7185421992091857,0.7305964101188378,0.7528112606622557,0.0006540715602246326
z_subj.2,0.7810543921871229,0.016336152373315396,0.7476021254157432,0.770602830020705,0.7810548467210605,0.7919296655209858,0.81296207509778,0.0006893177462345977
z_subj.3,0.6931651198778304,0.017621445927402883,0.6575233901061708,0.6818690836496812,0.6929711626785198,0.7055808526784272,0.7268616685642219,0.0006394711751455691
z_subj.4,0.8131178501575645,0.012955299820691305,0.787382801998227,0.8044471074756872,0.81359445573939,0.8222033417764345,0.8377157757814148,0.0004852743024980328
z_subj.5,0.8211191727511672,0.014062547471399792,0.7938627788251885,0.811376301006823,0.8215522254163511,0.8305420142581413,0.8480604043778733,0.0006039063521890822
z_subj.6,0.7651626076601793,0.016443193467097564,0.7324114907241507,0.754197624993024,0.7656030391676905,0.7762244694117689,0.7962667942294345,0.0005917899546444506
z_subj.7,0.797577528281578,0.014173757942354998,0.7696185799371005,0.7882189144211217,0.7977737128348474,0.8071776750277283,0.8252911901330874,0.0005659076084797309
z_subj.8,0.7354336089355539,0.015933180544053176,0.7026334915813559,0.7250325225580307,0.7360699842724511,0.7465374169585068,0.765490396651856,0.00052268534865122
z_subj.9,0.7044510284884208,0.019070772594503904,0.665803832669244,0.6914031311009842,0.7050733864598054,0.7175528226137138,0.7402022024076199,0.0006929670181130595
z_subj.10,0.6611791668804217,0.020032545414649914,0.6200214791925927,0.6480262829204678,0.661847031260475,0.6750380209387844,0.6986230374927536,0.0007367368158955039
