alaph1,alaph2,beta1,beta2,gamma,base_scale_v,base_scale_a,final_rmse,converged
0.5487232256577933,-0.21989013032595903,-0.8274117302203389,0.9999999678587399,0.7012855787383135,1.0256577919639172,9.999999802888638,1.6138682395175732,True
