group_id,parameter,censor_mean,censor_q025,censor_q975,drop_mean,drop_q025,drop_q975,delta,abs_delta,ci_overlap,cohens_d
6.0,t,0.6639381614476,0.6526626974502792,0.6756898244187081,0.6744660542058307,0.6533396708764644,0.6948442487336912,0.010527892758230739,0.010527892758230739,True,0.8947220632549596
6.0,z,0.7142859675025728,0.6889488712899415,0.737705910261191,0.7900818300587025,0.7464396374321763,0.8300331873718405,0.07579586255612969,0.07579586255612969,False,3.0763967537500867
7.0,v_self,1.50856870985179,0.848216760693803,2.175001794402569,2.520933314550487,1.8110785558513305,3.4186191245536315,1.012364604698697,1.012364604698697,True,1.9875600572364684
7.0,v_stranger,0.6976060156758409,0.0551471272301944,1.3447461060680848,1.558011314370312,0.8707461147430487,2.449703059274162,0.8604052986944711,0.8604052986944711,True,1.663577781833486
7.0,SPE_v,0.810962694175949,-0.10527128938799801,1.727196677739896,0.9629220001801748,-0.12555892083642473,2.0514029211967744,0.1519593060042258,0.1519593060042258,True,0.20933824124791628
7.0,a,1.2907152282687893,1.1568792470685647,1.4572315376852862,1.2304846707982269,1.0313375554983957,1.595743326727939,-0.060230557470562385,0.060230557470562385,True,-0.3716662828024645
7.0,t,0.3016702443087181,0.2615700081988634,0.3512459612342079,0.355515650840581,0.3004176390820738,0.4240609859181734,0.05384540653186293,0.05384540653186293,True,1.4189002028542017
7.0,z,0.4584922508694508,0.4255448824651716,0.4913422773846194,0.4217372248162713,0.3922767428897907,0.4476240361191002,-0.036755026053179485,0.036755026053179485,True,-1.6920744811489241
8.0,v_self,1.5548370699066838,0.8475302043965861,2.243236792809049,2.5634074686729447,1.9182220488280743,3.2228384563722616,1.0085703987662609,1.0085703987662609,True,2.071545924435083
8.0,v_stranger,0.7386450013697012,0.0158591973493581,1.4518877889508983,1.628292187805173,0.9771292740277352,2.325646963889204,0.8896471864354718,0.8896471864354718,True,1.8078075914854
8.0,SPE_v,0.8161920685369826,-0.1626296255453954,1.7950137626193605,0.9351152808677716,-0.004495274411141281,1.8747258361466845,0.11892321233078906,0.11892321233078906,True,0.1717910516198453
8.0,a,1.3236255674634851,1.1740657720634464,1.4917999334564347,1.2027573225636965,1.0225298694838187,1.4176789222418649,-0.12086824489978865,0.12086824489978865,True,-0.9583660971194793
8.0,t,0.3103733458569429,0.2726869862130189,0.3548537022067188,0.3691329805275202,0.3206801899201605,0.4268589046676602,0.05875963467057732,0.05875963467057732,True,1.7813368710350488
8.0,z,0.4616459383826392,0.4275300046062011,0.4961083620492027,0.4200936884588365,0.3915086950846434,0.4478409802246821,-0.04155224992380269,0.04155224992380269,True,-1.8497080556109073
