outcome,n,r_sq,adj_r_sq,f_value,f_pvalue,aic,bic,condition_number
SPE_ACC,88,0.08871654270893392,0.021214064391077092,1.3142708967096595,0.26029574117802334,-86.85150103625625,-69.5101433349088,1.9404711645060376e+16
