outcome,n,r_sq,adj_r_sq,f_value,f_pvalue,aic,bic,condition_number
SPE_RT_ms,88,0.19505975328258363,0.13543454982203418,3.2714312398387655,0.0062356654073526495,950.4703601244743,967.8117178258217,1.9404711645060376e+16
