term,coef,se,t,p,ci_low,ci_high
Intercept,0.10902207760415537,0.02981898101646211,3.6561302193380705,0.0004536362925091451,0.04969165889627971,0.16835249631203103
P_z,0.023929581347855416,0.02704815322975522,0.8847029645458709,0.3789355230774992,-0.029887759208155187,0.07774692190386602
T_z,0.03821630697507958,0.0884533804640009,0.4320502707144471,0.666852849961082,-0.13777817439767298,0.21421078834783214
P_z:T_z,0.1550476250943922,0.08974263720082701,1.7276918745704455,0.08785454039380144,-0.02351207277504791,0.33360732296383233
W_z,0.00499530153713971,0.041200858418583584,0.12124265680072789,0.9037991055490859,-0.07698148297300023,0.08697208604727966
P_z:W_z,-0.025721288325111127,0.03528315124207882,-0.7289963458376082,0.46810653333393304,-0.09592369179993677,0.04448111514971452
T_z:W_z,-0.10484151614177487,0.06531591717567795,-1.6051449734646808,0.1123539390227665,-0.23479970325026506,0.025116670966715327
P_z:T_z:W_z,0.020398097909525185,0.07293372362725926,0.2796799189051869,0.7804360329667731,-0.12471713451041813,0.1655133303294685
